timestamp,x,y,p
23447,51,96,0
23448,44,90,1
23449,52,96,0
23450,42,93,0
23451,54,96,1
23452,51,95,0
23453,49,91,1
23454,52,103,0
23455,45,94,0
23456,51,97,0
23457,49,94,1
23458,48,91,1
23459,57,97,0
23460,47,86,1
23461,58,102,1
23462,48,94,1
23463,49,94,1
23464,53,101,0
23465,46,92,1
23466,54,103,0
23467,47,89,0
23468,51,96,1
23469,51,97,1
23470,42,95,1
23471,51,101,0
23472,42,88,0
23473,51,96,1
23474,52,97,1
23475,49,89,0
23476,57,102,0
23477,41,93,1
23478,54,101,0
23479,50,96,1
23480,48,95,1
23481,55,100,0
23482,45,96,1
23483,58,97,0
23484,49,96,0
23485,48,96,0
23486,51,100,0
23487,48,89,0
23488,55,99,1
23489,46,93,0
23490,50,96,0
23491,50,98,1
23492,46,94,1
23493,51,106,0
23494,46,93,0
23495,52,98,1
23496,53,97,1
23497,49,93,0
23498,60,104,0
23499,45,96,0
23500,54,100,0
23501,50,97,0
23502,49,95,1
23503,51,102,0
23504,42,91,0
23505,51,97,1
23506,49,95,1
23507,48,97,1
23508,54,103,0
23509,45,89,0
23510,55,103,1
23511,47,97,1
23512,50,97,0
23513,51,100,1
23514,41,91,0
23515,56,99,0
23516,45,98,1
23517,50,98,1
23518,54,99,0
23519,43,95,1
23520,55,106,1
23521,48,94,1
23522,53,99,0
23523,50,99,0
23524,48,95,1
23525,57,102,1
23526,46,95,0
23527,53,102,0
23528,49,98,0
23529,46,96,0
23530,57,105,1
23531,47,94,0
23532,58,100,1
23533,49,98,0
23534,50,98,1
23535,50,100,0
23536,47,93,1
23537,56,99,1
23538,46,99,1
23539,51,99,0
23540,51,100,0
23541,45,95,1
23542,51,103,0
23543,45,96,1
23544,51,101,1
23545,50,100,1
23546,48,97,1
23547,55,103,1
23548,46,93,1
23549,54,101,0
23550,50,99,0
23551,48,98,0
23552,55,108,1
23553,40,90,1
23554,50,106,0
23555,49,97,1
23556,49,98,1
23557,51,102,1
23558,40,94,1
23559,58,104,0
23560,46,96,0
23561,50,100,0
23562,55,101,0
23563,49,94,1
23564,52,106,0
23565,43,100,1
23566,52,103,0
23567,52,101,0
23568,44,95,0
23569,52,106,0
23570,45,97,0
23571,53,101,0
23572,50,101,0
23573,49,96,1
23574,55,108,0
23575,42,91,1
23576,54,102,0
23577,50,101,0
23578,48,98,0
23579,51,103,0
23580,43,94,1
23581,51,107,0
23582,48,97,0
23583,50,101,0
23584,51,104,0
23585,47,100,1
23586,53,110,1
23587,50,100,1
23588,50,102,0
23589,50,105,0
23590,44,96,1
23591,60,110,1
23592,48,100,1
23593,50,106,0
23594,51,102,1
23595,45,98,0
23596,59,109,1
23597,46,94,0
23598,52,103,1
23599,49,102,0
23600,49,98,0
23601,58,108,1
23602,44,98,1
23603,58,106,1
23604,46,99,0
23605,49,101,0
23606,53,109,1
23607,46,97,1
23608,58,105,1
23609,46,102,0
23610,50,103,0
23611,50,106,1
23612,48,95,0
23613,52,107,1
23614,48,98,1
23615,50,106,0
23616,52,104,0
23617,45,97,0
23618,53,109,0
23619,45,94,1
23620,51,106,0
23621,50,102,1
23622,49,100,0
23623,53,110,1
23624,43,100,1
23625,50,106,0
23626,48,103,1
23627,48,103,0
23628,54,105,1
23629,43,96,1
23630,57,109,1
23631,50,100,1
23632,50,104,0
23633,55,105,0
23634,47,97,0
23635,56,113,0
23636,45,102,1
23637,52,104,1
23638,51,104,1
23639,48,98,1
23640,59,111,1
23641,46,100,1
23642,53,109,1
23643,50,104,0
23644,47,100,0
23645,53,105,0
23646,45,104,0
23647,56,109,0
23648,48,102,1
23649,48,102,1
23650,57,111,1
23651,41,102,1
23652,54,110,0
23653,48,104,0
23654,50,104,0
23655,54,107,1
23656,43,98,1
23657,56,109,1
23658,46,99,0
23659,51,105,1
23660,53,107,0
23661,50,98,1
23662,55,107,1
23663,49,102,1
23664,52,105,0
23665,51,106,0
23666,50,99,0
23667,54,114,0
23668,46,105,1
23669,56,109,0
23670,50,104,0
23671,48,102,0
23672,58,113,1
23673,44,96,0
23674,50,106,1
23675,48,104,0
23676,50,105,0
23677,55,106,1
23678,50,104,0
23679,58,111,0
23680,50,103,0
23681,51,107,1
23682,50,109,1
23683,46,101,1
23684,56,115,1
23685,49,102,0
23686,53,109,0
23687,51,108,1
23688,49,102,0
23689,57,110,1
23690,44,102,0
23691,55,109,0
23692,50,106,0
23693,47,106,1
23694,54,114,0
23695,46,105,0
23696,53,113,0
23697,49,105,1
23698,50,106,0
23699,52,108,0
23700,48,105,0
23701,60,114,0
23702,47,103,1
23703,51,107,0
23704,53,109,1
23705,50,100,1
23706,54,109,1
23707,47,103,1
23708,52,110,0
23709,51,108,1
23710,48,107,1
23711,53,109,0
23712,50,106,1
23713,54,110,0
23714,51,108,1
23715,49,107,0
23716,54,109,0
23717,42,105,0
23718,57,108,0
23719,49,107,1
23720,50,108,1
23721,56,110,1
23722,47,103,0
23723,51,110,0
23724,49,107,0
23725,50,108,1
23726,55,113,0
23727,46,101,1
23728,54,109,1
23729,46,103,0
23730,51,109,0
23731,54,109,0
23732,43,101,0
23733,54,115,0
23734,50,101,1
23735,51,112,0
23736,51,109,0
23737,49,105,0
23738,54,117,0
23739,46,107,0
23740,54,112,1
23741,50,109,0
23742,48,107,1
23743,52,115,1
23744,43,104,0
23745,56,114,0
23746,48,108,0
23747,50,108,1
23748,55,116,0
23749,44,108,1
23750,54,111,0
23751,45,104,1
23752,51,110,0
23753,52,111,1
23754,46,105,1
23755,56,115,0
23756,49,108,0
23757,52,111,1
23758,53,111,1
23759,49,108,1
23760,59,117,1
23761,50,103,0
23762,51,114,1
23763,51,110,1
23764,49,108,0
23765,59,117,1
23766,41,108,1
23767,53,111,0
23768,50,108,0
23769,50,110,0
23770,55,116,1
23771,44,110,1
23772,53,118,0
23773,48,105,1
23774,51,111,1
23775,54,114,0
23776,44,107,1
23777,58,114,0
23778,47,107,0
23779,52,112,0
23780,54,111,0
23781,48,104,1
23782,52,121,0
23783,48,110,0
23784,56,116,0
23785,51,111,1
23786,48,108,0
23787,52,113,1
23788,48,108,1
23789,52,118,1
23790,49,110,0
23791,50,110,1
23792,53,116,1
23793,47,102,1
23794,60,113,0
23795,50,110,1
23796,51,111,1
23797,52,113,1
23798,48,111,0
23799,55,117,0
23800,46,106,0
23801,52,114,0
23802,52,114,1
23803,46,107,1
23804,61,115,0
23805,47,110,0
23806,52,114,1
23807,52,113,1
23808,49,110,1
23809,55,121,1
23810,42,105,0
23811,53,118,0
23812,50,111,1
23813,49,111,1
23814,52,114,0
23815,46,104,0
23816,52,116,0
23817,49,112,1
23818,51,112,0
23819,58,119,1
23820,42,110,1
23821,58,121,1
23822,46,108,1
23823,52,113,1
23824,55,117,0
23825,48,111,1
23826,56,115,1
23827,49,111,1
23828,52,115,0
23829,53,114,0
23830,45,112,0
23831,58,122,0
23832,51,112,0
23833,56,114,1
23834,52,113,1
23835,48,111,0
23836,53,120,0
23837,52,104,1
23838,52,114,0
23839,49,112,0
23840,50,112,1
23841,53,120,0
23842,50,109,0
23843,52,122,1
23844,48,110,0
23845,52,114,0
23846,55,118,1
23847,43,108,1
23848,55,118,1
23849,51,108,1
23850,53,116,1
23851,54,116,0
23852,51,107,1
23853,60,122,0
23854,48,109,0
23855,53,119,1
23856,52,115,0
23857,51,112,0
23858,55,123,0
23859,43,107,1
23860,54,116,1
23861,50,115,1
23862,51,114,1
23863,52,115,0
23864,48,111,1
23865,54,118,1
23866,50,114,0
23867,52,115,0
23868,53,117,1
23869,47,109,0
23870,56,120,0
23871,49,111,1
23872,53,116,1
23873,53,118,0
23874,46,108,1
23875,60,119,0
23876,45,112,1
23877,55,118,1
23878,53,116,1
23879,48,111,1
23880,55,122,0
23881,52,114,1
23882,58,122,0
23883,52,115,1
23884,52,114,0
23885,53,119,1
23886,52,112,1
23887,57,118,1
23888,52,114,0
23889,52,115,1
23890,55,117,1
23891,53,114,0
23892,56,117,0
23893,49,115,1
23894,53,117,1
23895,53,119,0
23896,47,110,0
23897,58,122,0
23898,46,108,0
23899,55,119,1
23900,54,118,0
23901,52,114,1
23902,53,122,1
23903,51,115,1
23904,57,120,1
23905,53,117,0
23906,50,115,1
23907,59,119,1
23908,45,115,0
23909,54,120,1
23910,52,115,0
23911,52,116,1
23912,58,122,0
23913,46,110,0
23914,60,118,1
23915,50,112,1
23916,53,118,0
23917,56,120,0
23918,49,114,0
23919,58,119,1
23920,46,116,1
23921,53,119,0
23922,54,120,1
23923,48,118,0
23924,58,125,1
23925,51,117,0
23926,54,121,0
23927,53,118,0
23928,49,113,1
23929,56,119,0
23930,50,108,0
23931,54,125,0
23932,53,116,1
23933,51,116,1
23934,61,124,1
23935,51,109,0
23936,60,122,1
23937,49,117,1
23938,53,118,0
23939,59,121,0
23940,51,117,0
23941,60,127,0
23942,53,113,1
23943,54,120,1
23944,56,121,0
23945,51,114,1
23946,54,123,0
23947,50,118,0
23948,56,123,1
23949,54,119,1
23950,52,117,1
23951,60,127,1
23952,48,116,1
23953,58,124,1
23954,53,119,1
23955,52,116,1
23956,58,125,0
23957,46,114,1
23958,59,126,0
23959,52,118,1
23960,53,119,0
23961,61,123,1
23962,46,119,1
23963,59,125,0
23964,49,119,0
23965,54,121,0
23966,55,120,1
23967,52,119,1
23968,61,126,1
23969,54,116,1
23970,55,123,1
23971,55,121,0
23972,54,118,0
23973,57,123,1
23974,51,112,0
23975,55,122,1
23976,54,120,0
23977,52,118,0
23978,55,121,1
23979,52,118,1
23980,60,120,1
23981,54,119,0
23982,54,118,1
23983,59,123,0
23984,48,114,1
23985,61,122,0
23986,52,116,0
23987,54,121,1
23988,55,125,0
23989,48,120,0
23990,58,125,1
23991,54,115,0
23992,57,123,0
23993,57,121,0
23994,48,114,1
23995,56,125,0
23996,51,113,1
23997,58,123,0
23998,55,121,0
23999,54,118,0
24000,57,122,0
24001,45,113,1
24002,60,122,1
24003,53,121,0
24004,53,119,0
24005,57,122,0
24006,55,114,1
24007,58,126,0
24008,51,121,1
24009,55,121,1
24010,56,124,1
24011,55,113,0
24012,63,125,1
24013,51,118,1
24014,57,124,1
24015,57,123,0
24016,47,119,1
24017,59,131,0
24018,52,115,1
24019,58,122,0
24020,56,123,0
24021,50,116,0
24022,60,125,1
24023,51,117,1
24024,60,129,1
24025,55,121,1
24026,54,121,0
24027,64,131,0
24028,46,119,0
24029,62,128,1
24030,53,119,0
24031,55,123,0
24032,60,129,1
24033,51,114,0
24034,56,129,1
24035,49,121,0
24036,56,123,1
24037,59,127,0
24038,54,118,0
24039,61,125,1
24040,51,121,0
24041,59,124,1
24042,56,124,1
24043,55,117,1
24044,59,123,1
24045,55,120,0
24046,57,124,1
24047,56,123,1
24048,52,120,1
24049,59,131,0
24050,48,118,1
24051,63,130,0
24052,56,122,1
24053,54,122,1
24054,58,130,1
24055,49,115,1
24056,65,129,1
24057,54,124,0
24058,56,124,0
24059,60,127,1
24060,56,123,1
24061,64,125,1
24062,52,120,0
24063,58,126,0
24064,58,125,1
24065,50,122,1
24066,63,129,0
24067,52,115,0
24068,60,126,0
24069,56,124,1
24070,55,122,1
24071,60,127,0
24072,48,120,0
24073,60,128,1
24074,55,123,1
24075,55,123,0
24076,61,128,0
24077,49,124,1
24078,63,126,1
24079,56,123,1
24080,57,125,1
24081,58,129,0
24082,50,121,1
24083,64,127,1
24084,50,118,0
24085,57,125,1
24086,58,125,0
24087,55,119,0
24088,66,133,1
24089,53,119,1
24090,57,129,1
24091,58,126,1
24092,53,123,0
24093,64,127,1
24094,54,122,0
24095,60,129,0
24096,56,125,1
24097,55,122,1
24098,63,127,0
24099,48,122,1
24100,64,133,1
24101,55,122,0
24102,57,125,0
24103,61,127,0
24104,49,126,1
24105,58,132,1
24106,52,123,1
24107,57,127,0
24108,57,127,1
24109,52,120,0
24110,63,130,0
24111,52,123,0
24112,58,128,0
24113,59,128,0
24114,57,121,0
24115,62,136,1
24116,54,122,0
24117,63,131,1
24118,57,126,0
24119,56,125,1
24120,65,133,0
24121,51,118,0
24122,60,130,0
24123,55,125,1
24124,56,125,0
24125,65,130,0
24126,53,118,0
24127,59,129,0
24128,54,122,1
24129,58,127,0
24130,61,132,0
24131,56,123,0
24132,59,134,1
24133,57,120,1
24134,59,130,0
24135,60,128,1
24136,55,126,0
24137,68,129,0
24138,57,126,0
24139,61,131,1
24140,58,127,0
24141,56,125,1
24142,64,135,0
24143,52,122,0
24144,63,131,0
24145,58,127,0
24146,57,127,0
24147,66,134,0
24148,51,126,1
24149,60,133,1
24150,58,126,0
24151,58,128,0
24152,62,130,1
24153,53,122,1
24154,63,130,1
24155,58,124,0
24156,59,128,0
24157,60,129,1
24158,56,123,0
24159,59,138,1
24160,56,127,1
24161,60,133,1
24162,59,129,0
24163,53,127,0
24164,66,131,0
24165,53,119,1
24166,65,134,1
24167,59,128,1
24168,57,126,1
24169,66,136,1
24170,54,123,0
24171,62,131,0
24172,57,127,1
24173,58,129,0
24174,63,129,1
24175,51,120,1
24176,69,131,0
24177,57,125,0
24178,60,129,1
24179,59,130,1
24180,55,122,1
24181,69,130,1
24182,57,125,1
24183,62,132,0
24184,60,130,0
24185,54,127,1
24186,63,137,1
24187,53,128,0
24188,65,135,0
24189,59,129,1
24190,55,126,1
24191,60,133,1
24192,56,125,1
24193,66,136,1
24194,58,127,1
24195,59,127,0
24196,65,134,0
24197,56,127,1
24198,64,139,0
24199,57,128,1
24200,60,130,1
24201,64,132,0
24202,60,125,1
24203,69,138,0
24204,55,124,0
24205,62,131,1
24206,63,132,0
24207,58,130,0
24208,69,139,1
24209,56,126,1
24210,65,134,1
24211,60,130,1
24212,55,127,1
24213,67,134,1
24214,56,122,1
24215,66,131,0
24216,58,128,0
24217,58,130,0
24218,67,138,1
24219,54,127,1
24220,64,135,1
24221,59,129,1
24222,60,130,1
24223,66,134,1
24224,54,123,1
24225,69,138,0
24226,56,129,0
24227,61,131,0
24228,63,134,1
24229,58,130,1
24230,68,136,0
24231,54,125,0
24232,62,134,1
24233,61,132,0
24234,59,129,1
24235,70,132,1
24236,55,122,0
24237,64,138,1
24238,61,131,0
24239,58,129,0
24240,68,139,1
24241,52,130,0
24242,68,132,1
24243,59,129,1
24244,60,130,1
24245,63,135,0
24246,60,128,1
24247,66,140,1
24248,56,128,0
24249,62,132,1
24250,62,136,1
24251,54,128,1
24252,70,141,1
24253,56,127,0
24254,63,133,1
24255,62,134,1
24256,60,132,0
24257,64,134,0
24258,52,127,0
24259,62,137,1
24260,61,132,1
24261,59,131,0
24262,68,136,1
24263,55,125,0
24264,64,136,0
24265,62,132,0
24266,62,132,0
24267,64,138,1
24268,58,131,0
24269,64,136,0
24270,62,130,0
24271,62,133,0
24272,62,135,1
24273,62,132,1
24274,71,142,1
24275,57,127,1
24276,63,135,1
24277,63,135,0
24278,57,127,0
24279,69,140,1
24280,61,129,0
24281,68,138,0
24282,63,133,0
24283,61,132,1
24284,68,138,0
24285,59,127,1
24286,70,135,1
24287,61,133,0
24288,62,133,1
24289,64,134,1
24290,61,123,0
24291,66,137,0
24292,61,133,1
24293,62,133,1
24294,67,136,1
24295,57,127,0
24296,65,135,1
24297,59,131,1
24298,63,135,1
24299,65,135,1
24300,59,126,0
24301,65,135,1
24302,62,129,0
24303,66,135,0
24304,64,134,1
24305,61,132,1
24306,71,135,0
24307,55,133,1
24308,66,134,1
24309,63,133,0
24310,60,134,0
24311,64,142,1
24312,54,133,0
24313,69,139,0
24314,63,132,1
24315,63,133,0
24316,65,140,1
24317,56,127,1
24318,68,141,1
24319,61,132,1
24320,64,134,0
24321,64,138,0
24322,55,127,1
24323,73,142,1
24324,59,131,1
24325,68,138,0
24326,65,135,0
24327,64,128,1
24328,66,144,0
24329,58,125,0
24330,66,138,1
24331,64,134,0
24332,62,132,0
24333,68,140,0
24334,63,127,0
24335,70,137,0
24336,63,133,1
24337,62,135,1
24338,67,140,0
24339,64,135,0
24340,67,137,1
24341,59,130,1
24342,65,135,0
24343,69,140,1
24344,60,134,0
24345,74,137,1
24346,57,129,1
24347,65,135,0
24348,67,137,1
24349,59,129,0
24350,72,137,0
24351,62,134,1
24352,66,140,1
24353,65,136,0
24354,61,134,1
24355,68,141,0
24356,65,132,1
24357,68,142,1
24358,64,134,0
24359,64,135,1
24360,72,141,0
24361,63,135,0
24362,65,144,1
24363,61,136,1
24364,65,136,1
24365,70,141,0
24366,58,127,0
24367,66,140,0
24368,63,134,0
24369,67,137,1
24370,65,136,1
24371,64,131,1
24372,71,146,0
24373,63,130,1
24374,69,140,1
24375,66,137,0
24376,62,135,1
24377,71,142,0
24378,63,127,0
24379,67,140,0
24380,65,136,0
24381,64,134,1
24382,68,139,1
24383,56,128,1
24384,71,138,1
24385,63,134,0
24386,66,136,1
24387,70,139,0
24388,57,134,1
24389,66,138,1
24390,66,135,0
24391,67,138,0
24392,69,141,0
24393,66,129,0
24394,74,143,0
24395,66,135,0
24396,68,141,0
24397,68,137,0
24398,65,133,1
24399,75,140,0
24400,65,129,0
24401,69,139,0
24402,67,137,1
24403,66,136,0
24404,72,145,0
24405,62,130,0
24406,70,138,1
24407,66,136,1
24408,66,137,0
24409,73,141,0
24410,57,137,0
24411,71,139,0
24412,65,136,0
24413,67,138,1
24414,69,140,0
24415,62,131,1
24416,70,139,1
24417,65,134,1
24418,69,138,1
24419,68,138,1
24420,64,131,0
24421,72,140,0
24422,59,135,0
24423,68,142,1
24424,68,138,0
24425,66,134,0
24426,70,146,0
24427,61,130,1
24428,68,140,0
24429,65,136,0
24430,66,136,0
24431,74,139,1
24432,65,133,1
24433,69,141,0
24434,63,136,1
24435,67,138,0
24436,72,140,0
24437,67,132,1
24438,70,141,0
24439,63,133,1
24440,69,139,0
24441,70,140,1
24442,67,135,1
24443,76,143,0
24444,66,137,0
24445,71,139,0
24446,69,140,1
24447,68,133,1
24448,78,148,0
24449,60,134,0
24450,69,142,1
24451,68,139,0
24452,66,139,1
24453,69,141,1
24454,66,138,0
24455,77,146,0
24456,66,136,1
24457,68,139,1
24458,73,140,1
24459,69,135,1
24460,72,145,1
24461,65,138,1
24462,70,140,0
24463,70,140,1
24464,66,137,0
24465,70,146,0
24466,66,134,0
24467,72,140,1
24468,70,140,1
24469,68,136,1
24470,74,145,0
24471,67,131,0
24472,74,144,0
24473,69,139,0
24474,68,139,0
24475,72,140,0
24476,60,133,1
24477,77,140,0
24478,68,139,0
24479,69,138,0
24480,77,146,1
24481,61,135,1
24482,78,143,0
24483,70,139,1
24484,70,140,0
24485,72,145,1
24486,65,138,0
24487,77,145,0
24488,66,133,0
24489,72,141,0
24490,72,141,0
24491,65,135,0
24492,79,149,1
24493,64,132,1
24494,72,144,0
24495,70,140,0
24496,67,138,1
24497,75,145,0
24498,64,133,1
24499,73,147,0
24500,69,140,0
24501,70,140,1
24502,73,145,0
24503,64,140,1
24504,78,141,0
24505,67,136,0
24506,70,140,1
24507,72,144,0
24508,70,135,1
24509,73,148,1
24510,66,136,0
24511,72,143,0
24512,73,142,0
24513,63,141,0
24514,73,143,1
24515,70,135,0
24516,72,144,1
24517,71,141,1
24518,67,139,1
24519,79,146,1
24520,63,137,0
24521,76,144,1
24522,70,140,1
24523,71,139,0
24524,74,149,1
24525,65,131,0
24526,77,145,1
24527,69,137,0
24528,71,140,0
24529,78,142,1
24530,68,137,0
24531,78,148,0
24532,72,136,0
24533,73,142,0
24534,76,145,0
24535,69,138,1
24536,79,151,0
24537,66,135,0
24538,73,142,0
24539,73,143,1
24540,67,135,0
24541,73,151,1
24542,71,141,0
24543,74,146,1
24544,72,141,1
24545,71,137,1
24546,81,146,1
24547,66,136,1
24548,80,150,1
24549,70,141,0
24550,70,140,1
24551,73,143,0
24552,63,138,1
24553,76,143,0
24554,67,139,1
24555,73,142,0
24556,76,146,0
24557,70,136,1
24558,77,145,0
24559,69,142,1
24560,74,143,0
24561,75,144,0
24562,70,138,0
24563,80,143,1
24564,71,141,0
24565,78,143,1
24566,73,142,1
24567,72,137,0
24568,82,149,0
24569,69,138,1
24570,80,149,0
24571,71,141,0
24572,70,140,1
24573,78,145,1
24574,72,133,0
24575,81,150,0
24576,73,141,0
24577,73,142,1
24578,79,144,1
24579,73,133,0
24580,80,150,0
24581,70,141,0
24582,74,143,0
24583,77,144,1
24584,68,137,0
24585,80,148,1
24586,68,139,1
24587,78,147,1
24588,74,143,1
24589,69,137,0
24590,76,149,1
24591,66,141,1
24592,79,146,1
24593,73,142,0
24594,74,142,1
24595,81,151,0
24596,72,142,0
24597,76,147,1
24598,72,143,1
24599,74,142,0
24600,81,147,1
24601,73,136,0
24602,77,144,0
24603,75,141,1
24604,75,143,1
24605,79,147,1
24606,69,139,0
24607,81,145,0
24608,67,139,0
24609,77,145,0
24610,76,143,1
24611,74,143,1
24612,84,150,1
24613,72,136,1
24614,79,147,0
24615,75,143,1
24616,75,141,1
24617,82,150,1
24618,73,143,0
24619,83,149,1
24620,73,142,1
24621,74,141,1
24622,80,149,1
24623,75,144,1
24624,83,144,0
24625,74,141,0
24626,76,144,0
24627,78,147,1
24628,72,143,1
24629,85,150,0
24630,72,138,1
24631,76,146,0
24632,77,146,1
24633,74,140,1
24634,80,149,1
24635,68,139,1
24636,81,145,0
24637,76,144,1
24638,76,139,0
24639,80,148,0
24640,72,141,0
24641,77,144,0
24642,75,142,0
24643,76,142,1
24644,77,145,1
24645,74,138,0
24646,83,147,1
24647,76,143,0
24648,76,144,0
24649,80,149,1
24650,74,139,0
24651,85,145,0
24652,73,139,0
24653,79,146,1
24654,79,148,0
24655,70,138,1
24656,86,151,0
24657,77,144,0
24658,80,149,1
24659,78,146,1
24660,73,142,1
24661,78,148,0
24662,69,144,1
24663,83,145,1
24664,77,143,0
24665,76,141,1
24666,78,150,0
24667,75,143,0
24668,78,151,0
24669,75,144,1
24670,77,143,0
24671,79,151,1
24672,69,139,1
24673,82,150,1
24674,77,139,1
24675,78,146,1
24676,82,147,0
24677,76,138,0
24678,83,152,1
24679,72,145,0
24680,81,148,0
24681,79,146,1
24682,73,142,1
24683,85,152,0
24684,74,142,0
24685,80,149,0
24686,78,144,1
24687,75,142,0
24688,79,147,0
24689,78,139,1
24690,81,152,1
24691,79,144,0
24692,78,143,1
24693,84,149,0
24694,75,143,1
24695,82,147,0
24696,76,144,1
24697,79,146,0
24698,82,150,1
24699,72,141,1
24700,88,148,0
24701,75,142,1
24702,81,146,0
24703,80,148,0
24704,77,140,0
24705,87,146,1
24706,71,144,0
24707,83,147,1
24708,79,146,1
24709,77,143,1
24710,87,148,0
24711,77,138,0
24712,85,146,1
24713,78,145,0
24714,77,145,1
24715,84,152,0
24716,77,138,0
24717,84,152,0
24718,79,145,1
24719,80,146,1
24720,82,147,1
24721,74,138,0
24722,85,150,1
24723,76,143,1
24724,81,147,1
24725,83,147,1
24726,74,143,1
24727,87,149,1
24728,74,144,1
24729,82,149,1
24730,81,147,1
24731,76,143,0
24732,89,155,0
24733,79,144,1
24734,81,150,1
24735,79,145,0
24736,80,145,0
24737,82,150,0
24738,74,137,0
24739,83,153,1
24740,80,144,1
24741,80,145,0
24742,87,153,0
24743,79,138,1
24744,90,156,0
24745,78,141,1
24746,81,147,1
24747,82,146,1
24748,79,146,1
24749,86,154,0
24750,77,141,0
24751,82,147,1
24752,81,147,1
24753,76,142,0
24754,89,151,0
24755,80,144,1
24756,86,151,0
24757,81,146,0
24758,80,143,0
24759,84,154,1
24760,74,140,1
24761,88,154,1
24762,81,144,1
24763,82,146,1
24764,83,151,0
24765,73,138,1
24766,86,152,0
24767,77,145,1
24768,82,147,0
24769,84,151,1
24770,73,138,1
24771,89,155,1
24772,80,140,0
24773,84,149,1
24774,84,148,1
24775,78,142,0
24776,84,148,1
24777,82,146,1
24778,85,150,1
24779,83,147,0
24780,81,146,1
24781,84,154,1
24782,79,141,1
24783,84,150,0
24784,83,145,0
24785,81,145,0
24786,84,148,1
24787,75,137,1
24788,88,155,1
24789,83,143,0
24790,83,146,1
24791,87,151,0
24792,80,141,1
24793,86,153,0
24794,80,140,1
24795,84,149,1
24796,87,148,1
24797,82,145,0
24798,86,150,0
24799,83,139,1
24800,85,149,1
24801,84,148,1
24802,79,143,0
24803,93,155,1
24804,74,141,1
24805,84,153,0
24806,83,147,0
24807,81,146,1
24808,86,156,0
24809,75,141,1
24810,90,156,1
24811,82,146,0
24812,83,146,0
24813,90,149,1
24814,79,144,1
24815,89,157,1
24816,83,142,0
24817,85,148,0
24818,85,151,0
24819,82,142,1
24820,95,148,1
24821,81,140,1
24822,86,150,1
24823,86,148,1
24824,85,141,0
24825,94,156,0
24826,76,144,0
24827,89,151,1
24828,85,147,0
24829,85,146,0
24830,92,152,1
24831,84,140,1
24832,91,148,1
24833,84,146,1
24834,84,147,0
24835,88,154,0
24836,82,143,0
24837,92,153,0
24838,83,146,0
24839,86,148,1
24840,86,152,0
24841,79,142,0
24842,94,154,0
24843,81,143,0
24844,87,149,1
24845,88,149,0
24846,80,144,1
24847,86,149,1
24848,80,139,0
24849,90,151,0
24850,86,148,1
24851,84,143,0
24852,88,155,1
24853,84,147,1
24854,89,153,0
24855,86,147,1
24856,84,146,1
24857,93,153,0
24858,85,140,0
24859,93,157,1
24860,86,146,0
24861,86,148,0
24862,88,150,0
24863,83,146,0
24864,94,155,1
24865,82,146,0
24866,87,149,0
24867,88,150,1
24868,86,143,0
24869,94,157,0
24870,85,143,1
24871,88,150,0
24872,88,149,0
24873,82,144,0
24874,95,151,1
24875,78,144,1
24876,93,153,1
24877,87,148,1
24878,85,147,1
24879,90,156,1
24880,83,141,0
24881,95,149,0
24882,85,146,0
24883,87,148,0
24884,92,152,1
24885,83,144,0
24886,91,152,0
24887,87,145,1
24888,89,149,0
24889,90,151,1
24890,86,144,1
24891,90,151,1
24892,81,146,1
24893,89,149,0
24894,89,150,1
24895,83,143,0
24896,90,154,0
24897,88,144,0
24898,89,150,1
24899,88,148,1
24900,87,146,1
24901,93,154,1
24902,79,141,1
24903,89,156,0
24904,88,148,1
24905,88,148,1
24906,92,150,0
24907,84,144,1
24908,90,150,0
24909,87,144,1
24910,89,149,1
24911,92,153,1
24912,88,143,0
24913,92,158,1
24914,84,144,1
24915,89,151,1
24916,90,150,1
24917,87,146,0
24918,91,154,0
24919,83,142,0
24920,94,154,1
24921,90,149,1
24922,88,144,0
24923,95,157,0
24924,85,140,1
24925,93,153,1
24926,89,147,1
24927,88,148,1
24928,94,156,0
24929,83,148,0
24930,91,149,0
24931,89,146,0
24932,90,149,0
24933,96,149,1
24934,88,144,1
24935,94,153,0
24936,84,143,0
24937,91,151,0
24938,93,149,1
24939,87,144,1
24940,95,152,1
24941,86,148,1
24942,94,151,0
24943,92,149,1
24944,87,147,0
24945,94,157,1
24946,89,142,1
24947,93,151,1
24948,89,149,1
24949,88,146,0
24950,92,156,0
24951,90,146,0
24952,92,155,1
24953,91,149,1
24954,91,148,1
24955,96,153,1
24956,83,146,1
24957,95,158,1
24958,89,146,0
24959,92,150,0
24960,94,154,1
24961,86,149,1
24962,92,153,0
24963,91,146,1
24964,94,152,1
24965,93,151,0
24966,85,145,1
24967,101,153,0
24968,91,142,0
24969,96,152,1
24970,92,149,1
24971,87,147,1
24972,99,156,0
24973,88,145,1
24974,99,156,1
24975,89,148,1
24976,90,149,1
24977,94,154,1
24978,92,144,0
24979,96,152,0
24980,88,147,0
24981,93,150,1
24982,95,154,1
24983,89,145,1
24984,94,150,1
24985,86,144,1
24986,94,150,1
24987,93,152,1
24988,87,149,1
24989,93,154,0
24990,91,141,1
24991,94,153,1
24992,93,150,0
24993,87,145,1
24994,99,152,1
24995,86,145,0
24996,100,154,0
24997,92,149,0
24998,91,147,0
24999,99,155,0
25000,84,142,1
